,news_title,news_details,news_date,source_name
20,"जैकलीन फर्नांडिस की बढ़ीं मुश्किलें, पटियाला हाउस कोर्ट ने भेजा समन",सुकेश चन्द्रशेखर से जुड़े 200 करोड़ के मनी लॉन्ड्रिंग मामले में बॉलीवुड अभिनेत्री जैकलीन फर्नाडीज को पटियाला हाउस कोर्ट से समन हुआ है. ,"Aug 31,2022, 16:41 PM IST",ZEE News
21,"सत्येंद्र जैन की जमानत याचिका पर सुनवाई आज, मिलेगी राहत या करना पड़ेगा और इंतजार",मनी लॉन्ड्रिंग मामले में दिल्ली सरकार के स्वास्थ्य मंत्री सत्येंद्र जैन की जमानत याचिका पर आज सुनवाई होगी. सत्येंद्र जैन पिछने 85 दिनों से ED की कस्टडी में हैं. पिछली सुनवाई के दौरान स्पेशल जज गीतांजलि की बेंच ने आदेश सुरक्षित रख लिया था.,"Aug 23,2022, 8:49 AM IST",ZEE News
22,"Money Laundering Case : पूनम से हटा 'ग्रहण', सत्येंद्र जैन की पत्नी को अंतरिम जमानत",प्रवर्तन निदेशालय (ED) ने राउज एवेन्यू कोर्ट में कहा है कि उसके पास यह साबित करने के लिए पर्याप्त सबूत हैं कि सत्येंद्र जैन और उनका परिवार मनी लॉन्ड्रिंग में शामिल थे. उन्होंने अपनी आय के ज्ञात स्रोतों से अधिक संपत्ति अर्जित की.,"Aug 6,2022, 20:43 PM IST",ZEE News
23,"Patra Chawl Scam: संजय राउत के घर तक पहुंची घोटाले की आंच, ED ने पत्नी को भेजा नोटिस",Patra Chawl Land Scam: महाराष्ट्र के पात्रा चॉल जमीन घोटाला मामले (Patra Chawl Land Scam) में आज संजय राउत (Sanjay Raut) को बड़ा झटका लगा है. अदालत ने उन्हें फिलहाल राहत देने से इंकार कर दिया है. इतना ही नहीं अब इस मामले में संजय राउत की पत्नी से भी पूछताछ होगी. ,"Aug 4,2022, 16:33 PM IST",ZEE News
24,"यंग इंडिया का दफ्तर सील, अब कांग्रेस मुख्यालय के बाहर पुलिस तैनात"," ईडी ने इस मामले में सोनिया गांधी से 21, 26 और 29 जुलाई को 11 घंटों में 100 से ज्यादा सवाल पूछे थे. इसके अलावा राहुल गांधी को भी ईडी दफ्तर में बुलाकर प्रवर्तन निदेशालय पूछताछ कर चुका है.","Aug 3,2022, 19:44 PM IST",ZEE News
25,"नेशनल हेराल्ड दफ्तर में ED की छापेमारी, सोनिया और राहुल से हाल ही में हुई थी पूछताछ","National Herald Case:"" ED ने दिल्ली स्थित नेशनल हेराल्ड के ऑफिस पर छापा मारा है. छापे से पहले ईडी ने सोनिया गांधी और राहुल गांधी से कई दिनों तक लंबी पूछताछ की थी, जिसके खिलाफ कांग्रेस ने देशभर में विरोध-प्रदर्शन किया था.","Aug 2,2022, 12:25 PM IST",ZEE News
26,"सांसद, संपादक, प्रोड्यूसर और प्रवक्ता है संजय राउत, दाऊद को लगा चुके हैं फटकार","Sanjay Raut: शिव सेना के दिग्गज नेताओं में शुमार किए जाने वाले संजय राउत इन दिनों ईडी की कार्रवाई का सामना कर रहे हैं. आज उन्हें PMLA कोर्ट में पेश किया गया था, जहां से अदालत ने राउत को 4 अगस्त तक के लिए रिमांड पर भेज दिया है. ","Aug 1,2022, 18:21 PM IST",ZEE News
27,"ईडी ने देर रात शिवसेना सांसद संजय राउत को गिरफ्तार किया, जानें सारे अपडेट","संजय राउत को मुंबई की एक विशेष पीएमएलए अदालत में सोमवार की दोपहर में पेश किया जाएगा, जहां ईडी उनकी हिरासत मांगेगी. ","Aug 1,2022, 7:59 AM IST",ZEE News
28,"सत्येंद्र जैन को मिलेगी जमानत? HC का निर्देश, LNJP की मेडिकल रिपोर्ट पर विचार न करें","Satyendar Jain : ईडी का कहना है कि  सत्येंद्र जैन की अंतरिम जमानत पर सुनवाई के दौरान यह मुद्दा उठाया था, लेकिन अदालत ने उनके आग्रह को खारिज कर LNJP अस्पताल से जवाब मांग लिया. इस पर कोर्ट ने सुनवाई के लिए 29 जुलाई तारीख तय की है.","Jul 28,2022, 20:50 PM IST",ZEE News
29,"'LNJP की रिपोर्ट पर न करें विश्वास', सत्येंद्र जैन मामले में दिल्ली HC ने उठाए सवाल",Satyendra Jain Case: दिल्ली हाई कोर्ट ने निचली अदालत को निर्देश दिया है कि वो सत्येंद्र जैन को लेकर एलएनजेपी अस्पताल की मेडिकल रिपोर्ट पर विचार न करे.,"Jul 28,2022, 18:47 PM IST",ZEE News
30,"Jharkhand: सोरेन के करीबी पंकज मिश्रा की मुश्किलें बढ़ी,अब इस मामले में FIR दर्ज",जांच में यह पाया गया है कि इस पोत का संचालन अवैध तरीके से किया जा रहा था और इसके जरिए अवैध रूप से निकाले गये पत्थरों का परिवहन किया जा रहा था. ,"Jul 27,2022, 21:18 PM IST",ZEE News
31,ईडी ने सत्येंद्र जैन के खिलाफ स्पेशल कोर्ट में दाखिल की चार्जशीट,"Money Laundering Case : ईडी ने 24 अगस्त, 2017 को CBI द्वारा दर्ज FIR के आधार पर मनी लॉन्ड्रिंग मामले की जांच शुरू की थी. एफआईआर के मुताबिक सत्येंद्र जैन ने 14 फरवरी, 2015 से 31 मई, 2017 के बीच दिल्ली सरकार में मंत्री रहते हुए ज्ञात स्रोतों से अधिक संपत्ति अर्जित की थी.","Jul 27,2022, 16:43 PM IST",ZEE News
32,"झारखंड: मनी लॉन्ड्रिंग मामले में सरकारी दफ्तरों पर ईडी की रेड, सीआरपीएफ भी तैनात",सोमवार को ईडी की दो अलग-अलग टीमें डिस्ट्रिक्ट माइनिंग ऑफिस और डिविजनल फॉरेस्ट ऑफिस पहुंचीं. दोनों कार्यालयों के बाहर सीआरपीएफ की तैनाती कर दी गयी.,"Jul 25,2022, 18:32 PM IST",ZEE News
33,"ED ने सोनिया गांधी से 2 घंटे की पूछताछ, कांग्रेस अध्यक्ष को इस वजह से दी गई राहत",Sonia Gandhi summoned by ED: कांग्रेस अध्यक्ष सोनिया गांधी (Sonia Gandhi) से दो घंटे तक पूछताछ चली और गांधी के अनुरोध पर पूछताछ सत्र समाप्त कर दिया गया क्योंकि वह कोविड-19 से उबर रही हैं.,"Jul 21,2022, 16:29 PM IST",ZEE News
34,"कहीं रोकी ट्रेन, तो कहीं जलाई कार, पढ़िए आज कांग्रेस ने देशभर में कितना काटा बवाल"," नैशनल हेराल्ड केस में पूछताछ के लिए सोनिया गांधी आज ED के दफ्तर पहुंची, जिसके विरोध में कांग्रेस देशभर में प्रदर्शन कर रही है. इस दौरान एक कार्यकर्ता ने विरोध जताते हुए अपनी ही कार में आग लगा दी. ","Jul 21,2022, 16:20 PM IST",ZEE News
35,सियासत में कदम रखने जा रहे हैं सोनिया के दामाद? रॉबर्ट वाड्रा ने खुद दिए संकेत,"Robert Vadra: नेशनल हेराल्ड अखबार (National Herald Case) से जुड़े एक कथित मनी लॉन्ड्रिंग मामले (Money Laundering Case) में प्रवर्तन निदेशालय (ED) द्वारा सोनिया गांधी की पूछताछ के बारे में बात करते हुए, उनके दामाद रॉबर्ट वाड्रा (Robert Vadra) ने जरूरत पड़ने पर राजनीति में प्रवेश करने का संकेत दिया.","Jul 21,2022, 15:38 PM IST",ZEE News
36,'ମୁଁ ଇନ୍ଦିରା ଜୀଙ୍କ ବୋହୂ ଓ କାହାକୁ ଭୟ କରେ ନାହିଁ' ସୋନିଆଙ୍କ ପୁରୁଣା ଭିଡିଓ ଭାଇରାଲ,"Money Laundering Case: ଭାଇରାଲ ଭିଡିଓରେ ସୋନିଆ କହୁଛନ୍ତି, ମୁଁ ଇନ୍ଦିରା ଜୀଙ୍କ ବୋହୂ ଓ କାହାକୁ ଭୟ କରେ ନାହିଁ । ତାମିଲନାଡୁ କଂଗ୍ରେସ କମିଟି ସେୟାର କରିଥିବା ଏହି ଭିଡିଓରେ କଂଗ୍ରେସ ନେତା କେ.ସି ଭେନୁଗୋପାଲଙ୍କୁ ମଧ୍ୟ ଦେଖିବାକୁ ମିଳିଛି ।","Jul 21,2022, 13:26 PM IST",ZEE News
37,"ସୋନିଆ ଗାନ୍ଧୀ ଆଜି ଇଡି ଆଗରେ ହେବେ ହାଜର, ଜାଣନ୍ତୁ ଏହି ମାମଲାରେ ଏପର୍ଯ୍ୟନ୍ତ କ'ଣ କ'ଣ ହୋଇଛି...",Sonia Gandhi: ସ୍ୱାସ୍ଥ୍ୟବସ୍ଥାକୁ ଦୃଷ୍ଟିରେ ରଖି ସୋନିଆ ଗାନ୍ଧୀଙ୍କୁ ଇଡି ତରଫରୁ ବିଶେଷ ରିହାତି ମିଳିଛି । ଅତ୍ୟାବଶ୍ୟକ ଔଷଧ ଖାଇବା ପାଇଁ ପର୍ଯ୍ୟାୟ ବିରତି ଦିଆଯିବ । ରାହୁଲ ଓ ପ୍ରିୟଙ୍କା ଗାନ୍ଧୀ ସୋନିଆ ଗାନ୍ଧୀଙ୍କୁ ଇଡି କାର୍ଯ୍ୟାଳୟ ପର୍ଯ୍ୟନ୍ତ ଛାଡ଼ିବା ପାଇଁ ଯାଇପାରନ୍ତି ।,"Jul 21,2022, 10:09 AM IST",ZEE News
38,"सीएम हेमंत सोरेन के प्रतिनिधि पंकज मिश्र पर ईडी का शिंकजा, कई ठिकानों पर मारी रेड",Money Laundering Case: सीएम हेमंत सोरेन विधानसभा में साहिबगंज जिले के बरहेट विधानसभा क्षेत्र का प्रतिनिधित्व करते हैं और इस क्षेत्र के लिए उन्होंने पंकज मिश्र को अपना प्रतिनिधि बना रखा है.,"Jul 8,2022, 15:23 PM IST",ZEE News
39,4 दिन में 38 घंटे राहुल गांधी से पूछताछ कर भी संतुष्ट नहीं ED; क्या है अगला आदेश?,मनी लॉन्ड्रिंग मामले में सोमवार को चौथी बार ईडी के सामने पेश हुए राहुल गांधी को मंगलवार को फिर से अपना बयान दर्ज कराने के लिए बुलाया गया है.   ,"Jun 20,2022, 22:52 PM IST",ZEE News
40,"National Herald Case- ਈ.ਡੀ. ਕੋਲ ਚੌਥੇ ਦਿਨ ਹੋਈ ਰਾਹੁਲ ਗਾਂਧੀ ਦੀ ਪੇਸ਼ੀ, ਪੁੱਛੇ ਗਏ ਇਹ ਸਵਾਲ",ਈ. ਡੀ. ਦੇ ਸੂਤਰਾਂ ਮੁਤਾਬਕ ਰਾਹੁਲ ਗਾਂਧੀ ਤੋਂ ਪੁੱਛਿਆ ਗਿਆ ਕਿ ਕੀ ਐਸੋਸੀਏਟਿਡ ਜਰਨਲਜ਼ ਲਿਮਟਿਡ ਦੀ ਵਿੱਤੀ ਹਾਲਤ ਸੱਚਮੁੱਚ ਇੰਨੀ ਖ਼ਰਾਬ ਸੀ ਕਿ ਉਸ ਨੂੰ ਕਰਜ਼ਾ ਲੈਣਾ ਪਿਆ। ਸਾਲ 2011 ਵਿੱਚ ਐਸੋਸੀਏਟਿਡ ਜਰਨਲਜ਼ ਦਾ ਦਫ਼ਤਰ ਲਖਨਊ ਤੋਂ ਦਿੱਲੀ ਕਿਉਂ ਤਬਦੀਲ ਕੀਤਾ ਗਿਆ ਸੀ?,"Jun 20,2022, 15:32 PM IST",ZEE News
41,"ED दफ्तर पहुंचे राहुल गांधी, चौथी बार ED के सामने राहुल की पेशी","कांग्रेस नेता राहुल गांधी (Rahul Gandhi) आज चौथे दौर की पूछताछ के लिए एक बार फिर प्रवर्तन निदेशालय (ED) के सामने पेश हुए हैं. राहुल गांधी कांग्रेस दफ्तर से सीधा ईडी ऑफिस पहुंचे. आज भी उनके साथ बहन प्रियंका गांधी भी ईडी ऑफिस तक पहुंचीं हैं. इससे पहले राहुल गांधी लगातार तीन दिन तक ED के सामने पेश होकर अपना बयान दर्ज करा चुके हैं. इस दौरान कांग्रेस पार्टी के कई बड़े नेताओं और कार्यकर्ताओं ने दिल्ली (Delhi) में विरोध प्रदर्शन किया था. तो वहीं, पार्टी नेता और कार्यकर्ता ईडी दफ्तर तक मार्च नहीं करेंगे बल्कि जंतर-मंतर पर सत्याग्रह करेंगे.","Jun 20,2022, 13:54 PM IST",ZEE News
42,"स्वास्थ्य मंत्री सत्येंद्र जैन को नहीं मिली जमानत, कोर्ट ने खारिज की जमानत अर्जी",दिल्ली स्वास्थ्य मंत्री सत्येंद्र जैन मनी लांड्रिंग मामले में 30 मई को ED की गिरफ्तारी पर जमानत याचिका दायर हुई थी. 14 जून के दिन राउज एवेन्यू कोर्ट की स्पेशल जज गीतांजलि गोयल ने जैन और ED पक्ष की दलीलें सुनने के बाद जमानत याचिका पर फैसला सुरक्षित रख लिया था. सत्येंद्र जैन फिलहाल न्यायिक हिरासत में हैं. मनी लॉन्ड्रिंग मामले में कोर्ट ने आप नेता और दिल्ली के मंत्री सत्येंद्र जैन को 14 दिन की न्यायिक हिरासत में भेजा था. सत्येंद्र जैन को ईडी ने 30 मई को गिरफ्तार किया था और इसके बाद 31 मई को ट्रायल कोर्ट ने सत्येंद्र जैन को ईडी की हिरासत में भेज दिया था.,"Jun 18,2022, 13:54 PM IST",ZEE News
43,गांधी परिवार को बचाने के लिए सत्याग्रह कर रहे कांग्रेसी नेता!,DNA with Sudhir Chaudhary: कांग्रेस के नेताओं का सत्याग्रह आज भी जारी रहा. कल की तरह आज भी कांग्रेस के बड़े-बड़े नेताओं ने गांधी परिवार को खुश करने के लिए कैमरे के सामने खूब ड्रामा किया और बढ़-चढ़ कर अपनी गिरफ्तारियां दी.,"Jun 14,2022, 23:48 PM IST",ZEE News
44,मनी लॉन्ड्रिंग मामले में फंसे दिल्ली के मंत्री सत्येंद्र जैन की खोई याददाश्त !,मनी लॉन्ड्रिंग मामले में फंसे दिल्ली के स्वास्थ्य मंत्री सत्येंद्र जैन की जमानत याचिका पर मंगलवार को दिल्ली की कोर्ट ने फैसला सुरक्षित रख लिया है. सत्येंद्र जैन को ईडी ने 30 मई को गिरफ्तार किया गया था.,"Jun 14,2022, 19:57 PM IST",ZEE News
45,"14 दिन की न्यायिक हिरासत में सत्येंद्र जैन, याचिका पर आज होगी सुनवाई",आम आदमी पार्टी के वरिष्ठ नेता और मंत्री सत्येंद्र जैन को राहत नहीं मिली है. मनी लॉन्ड्रिंग मामले में इन दिनों जेल की हवा खा रहे हैं. हाल ही में खबर आई हैं. राउज एवेन्यू कोर्ट ने कथित धनशोधन मामले में आप नेता और दिल्ली के मंत्री सत्येंद्र जैन को 14 दिन की न्यायिक हिरासत में भेज दिया गया है. आपको बता दें कि सत्येंद्र जैन को ED ने मनी लॉन्ड्रिंग के केस में 30 मई को गिरफ्तार किया था. आपको बता दें कि सत्येंद्र जैन की याचिका पर आज फिर सुनवाई होनी है.,"Jun 14,2022, 11:45 AM IST",ZEE News
46,नेशनल हेराल्ड केस : 10 घंटे की पूछताछ के बाद ईडी दफ्तर से आवास पहुंचे राहुल गांधी,"इससे पहले दिल्ली पुलिस ने दोपहर को प्रदर्शन के लिए जुट रहे 459 कार्यकर्ताओं और वरिष्ठ नेताओं को हिरासत में ले लिया और उन्हें मंदिर मार्ग, तुगलक रोड और फतेहपुर बेरी पुलिस थाने ले गई. देर रात उन्हें रिहा किया गया. ईडी ने मंगलवार को भी राहुल गांधी को पूछताछ के लिए बुलाया है. ","Jun 14,2022, 1:34 AM IST",ZEE News
47,"राहुल गांधी से ED ने तीन घंटे तक की पूछताछ, नरोत्तम मिश्रा बोले-पूरी दाल काली है","राहुल गांधी से ईडी ने तीन घंटे तक पूछताछ की इस दौरान कांग्रेस नेताओं ने ईडी ऑफिस के सामने प्रदर्शन किया, जिस पर नरोत्तम मिश्रा निशाना साधा. उन्होंने कहा कि राहुल गांधी को आखिर किस बात का डर लग रहा है. ","Jun 13,2022, 15:44 PM IST",ZEE News
