,news_title,news_details,news_date,source_name
124,"यूपी में BJP को हराने के लिए किसान मोर्चा ने बनाई 'रणनीति', पर पंजाब को लेकर नहीं किया कोई फैसला",संयुक्त किसान मोर्चे में पंजाब विधानसभा चुनाव को लेकर अभी तक कोई रणनीति नहीं दिख रही है. जबकि यूपी और पंजाब के विधानसभा चुनाव एक साथ है.,"मंगलवार अगस्त 31, 2021 05:39 PM IST",NDTV News
125,'जनरल डायर की याद दिला दी' : किसानों पर हुए लाठीचार्ज पर कांग्रेस ने BJP को घेरा,किसानों के खिलाफ कार्रवाई के लिए राज्य पुलिस की आलोचना की गई और विरोध में कई स्थानों पर सड़कों को जाम किया गया.,"शनिवार अगस्त 28, 2021 09:08 PM IST",NDTV News
126,'सिर फोड़ दो उनका' : किसानों को लेकर पुलिस को निर्देश देते हरियाणा के अधिकारी कैमरे में कैद,हरियाणा के करनाल में भाजपा की बैठक से पहले एसडीएम ने पुलिसकर्मियों को किसानों से सख्ती से आने के लिए कहा. एसडीएम का एक वीडियो सोशल मीडिया पर तेजी से वायरल हो रहा है.,"शनिवार अगस्त 28, 2021 08:17 PM IST",NDTV News
127,"किसान आंदोलन: हरियाणा में प्रदर्शनकारियों के खिलाफ राजद्रोह के दो मामले, 136 FIR दर्ज की गई","कांग्रेस नेता भूपेंद्र सिंह हुड्डा ने कहा कि मुद्दा सिर्फ हरियाणा के किसानों का नहीं, बल्कि पूरे देश का है. हरियाणा विधानसभा में विपक्ष के नेता हुड्डा ने कहा, ‘‘नौ महीने से किसान दिल्ली की सीमाओं पर बैठे हैं. सरकार न्यूनतम समर्थन मूल्य (एमएसपी) से नीचे किसानों की उपज खरीदने को दंडनीय अपराध बनाते हुए कानून क्यों नहीं बना सकती.’","शनिवार अगस्त 21, 2021 06:23 AM IST",NDTV News
128,"CAPF की परीक्षा में बंगाल हिंसा पर सवाल, CM ममता बोलीं-  'UPSC जैसी संस्थाओं को बर्बाद कर रही है BJP'",पश्चिम बंगाल की मुख्यमंत्री ममता बनर्जी ने यूपीएससी के तहत होने वाली सीएपीएफ की परीक्षा में पूछे गए सवाल पर भाजपा पर निशाना साधा है.,"गुरुवार अगस्त 12, 2021 04:33 PM IST",NDTV News
129,"हरियाणा के किसानों से किसान मोर्चा की अपील : तिरंगा यात्रा का विरोध ना करें, बीजेपी की चाल सफल ना होने दें",किसान मोर्चा की तरफ से कहा गया कि बीजेपी-जेजेपी और इनके नेताओं के बहिष्कार के बाकी सब कार्यक्रम जारी रहेंगे. लेकिन तिरंगा यात्रा के दौरान किसान ऐसा कुछ भी न करें जिससे राष्ट्रीय ध्वज और देश के किसानों का अपमान हो. किसानों की छवि खराब हो और आंदोलन का मकसद विफल हो जाए.,"रविवार अगस्त 1, 2021 03:05 AM IST",NDTV News
130,Haryana Mahapanchayat Update: भारत के इन 5 जिलों में इंटरनेट और SMS सर्विस पर अभी भी रोक,"हरियाणा महापंचायत (Haryana Mahapanchayat) में असफल बातचीत के चलते किसानों ने प्रदेश के कई हिस्सों में धरना दे दिया है, जिसमें से मुख्य धरना करनाल में लघु सचिवालय (mini-secretariat) में दिया गया है।","बुधवार सितम्बर 8, 2021 01:41 PM IST",NDTV News
131,क्या किसान आंदोलन पश्चिमी यूपी में दंगों के दाग मिटा पाएगा?,"किसान आंदोलन के नेता अगर चाहते हैं कि प्रधानमंत्री उनसे बात करें तो उन्हें महापंचायत का आयोजन नहीं करना चाहिए. उन्हें किसान महापंचायतों की जगह कबड्डी, खो-खो, हॉकी का आयोजन करना चाहिए ताकि इन खेलों में विजय प्राप्त करते ही विजयी किसान नेताओं को प्रधानमंत्री का फोन आ जाए और फिर उस बातचीत का वीडियो न्यूज़ चैनलों पर भी ख़ूब चलेगा. यह प्रसंग इसलिए आया कि खिलाड़ियों के लिए सुलभ प्रधानमंत्री किसानों के लिए कितने दुर्लभ हो गए हैं. नौ महीने से अनगिनत महापंचायतों, धरना-प्रदर्शनों और किसान संसद के आयोजन के बाद भी प्रधानमंत्री मोदी की किसान नेताओं से बात नहीं हुई जबकि उन्होंने कहा था कि वे एक कॉल की दूरी पर हैं. कभी कुछ किसानों का आंदोलन तो कभी बड़े किसानों का आंदोलन बता कर इस आंदोलन को खारिज करने के बाद किसान हर बार अपनी रैलियों के ज़रिए बता रहे हैं कि उनका आंदोलन किसका है. ","मंगलवार सितम्बर 7, 2021 01:05 AM IST",NDTV News
132,"देशभर के 300 किसान संगठनों की महापंचायत, चप्पे-चप्पे पर पुलिस तैनात; मिशन UP की होगी शुरुआत- 10 अहम बातें","पश्चिमी यूपी के मुजफ्फरनगर में आज किसानों ने एक बड़ी महापंचायत बुलाई है. इसमें देशभर के 15 राज्यों के 300 किसान संगठनों से जुड़े लोग हिस्सा लेंगे. किसानों की महापंचायत को देखते हुए यूपी पुलिस ने वहां कानून-व्यवस्था सुनिश्चित करने के लिए सुरक्षा कड़ी कर दी है. पुलिस सूत्रों ने बताया कि मुजफ्फरनगर में 8000 से ज्यादा पुलिस और पैरा मिलिट्री के जवान तैनात किए गए हैं. किसान नेताओं का दावा है कि महापंचायत में दस लाख से ज्यादा किसान शामिल होंगे. किसान नेताओं ने कहा है कि उत्तर प्रदेश विधान सभा चुनाव से पहले हो रही इस महापंचायत में मिशन यूपी की शुरुआत होगी, जिसके तहत किसान राज्यभर में जाकर बीजेपी का विरोध करेंगे.","रविवार सितम्बर 5, 2021 08:28 AM IST",NDTV News
133,'सरकार अब लाठी मारने पर उतर आई है': करनाल में किसानों पर हुए लाठीचार्ज पर बोले योगेंद्र यादव,हरियाणा के करनाल में किसानों पर हुए लाठीचार्ज को लेकर योगेंद्र यादव ने केंद्र सरकार पर निशाना साधा है. उन्होंने कहा कि सरकार अब लाठी मारने पर उतर आई है.,"गुरुवार सितम्बर 2, 2021 05:32 PM IST",NDTV News
134,"यूपी में BJP को हराने के लिए किसान मोर्चा ने बनाई 'रणनीति', पर पंजाब को लेकर नहीं किया कोई फैसला",संयुक्त किसान मोर्चे में पंजाब विधानसभा चुनाव को लेकर अभी तक कोई रणनीति नहीं दिख रही है. जबकि यूपी और पंजाब के विधानसभा चुनाव एक साथ है.,"मंगलवार अगस्त 31, 2021 05:39 PM IST",NDTV News
135,'जनरल डायर की याद दिला दी' : किसानों पर हुए लाठीचार्ज पर कांग्रेस ने BJP को घेरा,किसानों के खिलाफ कार्रवाई के लिए राज्य पुलिस की आलोचना की गई और विरोध में कई स्थानों पर सड़कों को जाम किया गया.,"शनिवार अगस्त 28, 2021 09:08 PM IST",NDTV News
136,'सिर फोड़ दो उनका' : किसानों को लेकर पुलिस को निर्देश देते हरियाणा के अधिकारी कैमरे में कैद,हरियाणा के करनाल में भाजपा की बैठक से पहले एसडीएम ने पुलिसकर्मियों को किसानों से सख्ती से आने के लिए कहा. एसडीएम का एक वीडियो सोशल मीडिया पर तेजी से वायरल हो रहा है.,"शनिवार अगस्त 28, 2021 08:17 PM IST",NDTV News
137,"किसान आंदोलन: हरियाणा में प्रदर्शनकारियों के खिलाफ राजद्रोह के दो मामले, 136 FIR दर्ज की गई","कांग्रेस नेता भूपेंद्र सिंह हुड्डा ने कहा कि मुद्दा सिर्फ हरियाणा के किसानों का नहीं, बल्कि पूरे देश का है. हरियाणा विधानसभा में विपक्ष के नेता हुड्डा ने कहा, ‘‘नौ महीने से किसान दिल्ली की सीमाओं पर बैठे हैं. सरकार न्यूनतम समर्थन मूल्य (एमएसपी) से नीचे किसानों की उपज खरीदने को दंडनीय अपराध बनाते हुए कानून क्यों नहीं बना सकती.’","शनिवार अगस्त 21, 2021 06:23 AM IST",NDTV News
138,"CAPF की परीक्षा में बंगाल हिंसा पर सवाल, CM ममता बोलीं-  'UPSC जैसी संस्थाओं को बर्बाद कर रही है BJP'",पश्चिम बंगाल की मुख्यमंत्री ममता बनर्जी ने यूपीएससी के तहत होने वाली सीएपीएफ की परीक्षा में पूछे गए सवाल पर भाजपा पर निशाना साधा है.,"गुरुवार अगस्त 12, 2021 04:33 PM IST",NDTV News
139,"हरियाणा के किसानों से किसान मोर्चा की अपील : तिरंगा यात्रा का विरोध ना करें, बीजेपी की चाल सफल ना होने दें",किसान मोर्चा की तरफ से कहा गया कि बीजेपी-जेजेपी और इनके नेताओं के बहिष्कार के बाकी सब कार्यक्रम जारी रहेंगे. लेकिन तिरंगा यात्रा के दौरान किसान ऐसा कुछ भी न करें जिससे राष्ट्रीय ध्वज और देश के किसानों का अपमान हो. किसानों की छवि खराब हो और आंदोलन का मकसद विफल हो जाए.,"रविवार अगस्त 1, 2021 03:05 AM IST",NDTV News
140,सरकार इंटरनेट पर रोक लगाकर किसानों की आवाज दबाने पर आमादा है : कांग्रेस,"उन्होंने ट्वीट किया, "" मैं हमारे अन्नदाताओं पर इस सरकार द्वारा इस तरह के अत्याचार का विरोध करता हूं. शर्म करो भाजपा. शेम, शेम."" चौधरी ने दावा किया, ""भाजपा आंसुओं से डर गई है. किसानों की आंखों से निकले आंसुओं की ताकत ने भाजपा को हिला दिया है जो हर मौके का इस्तेमाल घड़याली आंसू बहाने के लिए करती है."" कांग्रेस नेता जयराम रमेश ने कहा कि प्रधानमंत्री नरेंद्र मोदी ने कहा कि इन कानूनों पर 18 महीने के लिए रोक लगा दी गई है.","सोमवार फ़रवरी 1, 2021 01:27 AM IST",NDTV News
141,"किसान आंदोलन: महात्मा गांधी का जिक्र कर BJP पर बरसे दिग्विजय, बोले- पहले लड़े थे गोरों से, अब लड़ेंगे...","केंद्र के कृषि कानूनों (Farm Laws) के खिलाफ दिल्ली बॉर्डर पर किसानों के आंदोलन का 67वां दिन है. कड़ाके की ठंड और शीतलहर के बावजूद दिल्ली की सीमाओं पर डटे किसान कानूनों को रद्द करने से कम पर मानने को तैयार नहीं हैं. दिग्विजय सिंह ने भाजपा पर हमला करते हुए कहा किया यदि महात्मा गांधी होते तो किसानों के पक्ष में सत्याग्रह करते होते, फिर बीजेपी-संघ ने उन्हें गिरफ्तार कर लिया होता. ","रविवार जनवरी 31, 2021 09:48 AM IST",NDTV News
142,पंजाब : हर घर से कम से कम एक शख्स के किसान आंदोलन में शामिल होने की जा रही अपील,"पंजाब के मानसा जिले में गांवों में दिल्ली में चल रहे संघर्ष के लिए लामबंदी की जा रही है.  किसान आंदोलन को लेकर गावों में प्रस्ताव किया जा रहा है. गांव के हर घर से कम से कम एक व्यक्ति से दिल्ली जाने की अपील की जा रही है. जानकारी के मुताबिक, हर रोज दिल्ली के लिए किसानों का जत्था जाएगा.","शनिवार जनवरी 30, 2021 11:24 AM IST",NDTV News
143,Kisan Andolan Updates: तृणमूल कांग्रेस ने सर्वदलीय बैठक में सरकार से कृषि कानूनों को वापस लेने का आग्रह किया,Kisan Andolan: कृषि कानूनों का विरोध कर रहे किसान 30 जनवरी को महात्मा गांधी की पुण्यतिथि पर सद्भावना दिवस मना रहे हैं. दिन भर का उपवास रखेंगे. किसानों ने बीजेपी पर आंदोलन को खत्म करने केे लिए षड्यंत्र करने का आरोप भी लगाया.,"शनिवार जनवरी 30, 2021 08:37 PM IST",NDTV News
144,"राहुल गांधी ने बताए कृषि कानूनों के 3 बड़े नुकसान, बोले- PM ये तो कतई न समझें आंदोलन खत्म हो जाएगा","राहुल गांधी ने प्रेस वार्ता करके कृषि कानूनों से होने वाले तीन बड़े नुकसान बताए और कहा कि इसलिए ही किसान आंदोलन कर रहे हैं और सरकार उन्हें मार रही है. हम किसानों के साथ हैं और उनकी मदद करेंगे, वे डटे रहें.","शुक्रवार जनवरी 29, 2021 07:16 PM IST",NDTV News
145,"सिंघु बॉर्डर पर झड़प : कैसे अचानक आई भीड़ के बाद शुरू हुआ हंगामा, टाइमलाइन में देखें कब-क्या हुआ","सिंघु बॉर्डर पर किसानों के प्रदर्शन स्थल से 1 किलोमीटर की दूरी पर ही आम लोगों के लिए रास्ता रोक दिया गया था, लेकिन खुद को स्थानीय बताते हुए कुछ लोग प्रदर्शनस्थल के नजदीक आने में कामयाब हो गए.","शुक्रवार जनवरी 29, 2021 05:14 PM IST",NDTV News
146,"किसान आंदोलन: सिंघु बॉर्डर पर ऐसे शुरू हुआ बवाल, आखिर धरना स्थल तक कैसे पहुंची भीड़",सिंघु बॉर्डर पहुंचे स्थानीय लोगों ने कुछ समय बाद किसानों की वॉशिंग मशीनों को तोड़ना शुरू कर दिया. उन्होंने कुछ टेंट भी तोड़ दिए. जिसके बाद दोनों पक्षों की ओर से पत्थरबाजी शुरू हो गई. स्थिति को नियंत्रण में करने के लिए पुलिस को आंसू गैस के गोले दागने पड़े तब कहीं जाकर स्थिति पर काबू किया जा सका. ,"शुक्रवार जनवरी 29, 2021 03:40 PM IST",NDTV News
147,"दिल्ली बॉर्डर पर 'पहरा' सख्त, टिकैत के लिए गांव-गांव से आ रहा पानी; किसान आंदोलन की 10 अहम बातें","केंद्र के कृषि कानूनों के खिलाफ किसानों और सरकार के बीच जारी गतिरोध तेज हो गया है. गणतंत्र दिवस ट्रैक्टर परेड (Republic Day Tractor Parade) के दौरान राष्ट्रीय राजधानी में हुई हिंसा को लेकर दिल्ली पुलिस कार्रवाई करने में जुटी है. पुलिस ने किसान नेताओं को नोटिस जारी करके पूछताछ के लिए बुलाया है. साथ ही कई किसान नेताओं और आंदोलन की अगुवाई कर रहे लोगों के खिलाफ लुकआउट सर्कुलर जारी किया गया. वहीं, किसान नेताओं ने हिंसा पर खेद प्रकट करते हुए कहा कि आंदोलन जारी रहेगा. दिल्ली के उप मुख्यमंत्री मनीष सिसोदिया ने आज गाजीपुर बॉर्डर पहुंच कर राकेश टिकैत से मुलाकात की.  ","शुक्रवार जनवरी 29, 2021 08:12 PM IST",NDTV News
148,"गाजीपुर बॉर्डर : टिकैत से मिले सिसोदिया, बोले- पूंजीपतियों के दबाव में किसानों को कहा जा रहा गद्दार","मनीष सिसोदिया ने एनडीटीवी इंडिया से बातचीत में कहा कि कल मुख्यमंत्री जी से राकेश टिकैत जी की बात हुई थी. उन्होंने कहा था कि पानी की दिक्कत हो रही है, तो हमने यहां पानी की व्यवस्था की है. मैं इसी का निरीक्षण करने आया था. हमारी तरफ से किसानों को पूरा समर्थन है और यह बहुत दुर्भाग्यपूर्ण है कि जो किसान देश को रोटी देता आया उसको हिंसक कहा जा रहा है.","शुक्रवार जनवरी 29, 2021 01:17 PM IST",NDTV News
149,"पुलिस कांस्टेबल रह चुके हैं राकेश टिकैत, 44 बार जेल भी गए, ऐसे बने किसानों के मसीहा","पिता महेंद्र टिकैत की मौत के बाद उनके बड़े बेटे नरेश टिकैत को भारतीय किसान यूनियन का अध्यक्ष बनाया गया. इसके पीछे वजह हे कि बालियान खाप के नियमों के अनुसार- बड़ा बेटा ही मुखिया होता है. ऐसे में नरेश टिकैत अध्यक्ष हैं, लेकिन किसान यूनियन की असल कमान राकेश टिकैत के हाथ में ही है.","शुक्रवार जनवरी 29, 2021 04:05 PM IST",NDTV News
150,"कृषि कानून: किसानों का रेल रोको आंदोलन कल, रेलवे ने की खास तैयारियां, इस बात पर दिया जा रहा ध्‍यान..","रेलवे प्रोटेक्‍शन फोर्स यानी RPF के डीजी अरुण कुमार ने बताया, आंदोलन के मद्देनजर हमने GM के साथ आंतरिक बैठक की है. जनरल मैनेजर को कहा गया है कि लोकल स्तर पर राज्य सरकार और DM SP से संपर्क में रहें और इस बात पर नजर रखें कि कहां क्या स्थिति है.","बुधवार फ़रवरी 17, 2021 07:40 PM IST",NDTV News
151,"Punjab Municipal Election Result 2021 : क्या किसान आंदोलन ने पंजाब निकाय चुनाव में करवाया BJP का सूपड़ा साफ, कांग्रेस को मिला माइलेज","Punjab Local Body Polls Result : कांग्रेस पार्टी ने मोगा, होशियारपुर, कपूरथला, अबोहर, पठानकोट, बटाला और बठिंडा नगर निगम जीत ली है. बठिंडा नगर निगम कांग्रेस ने 53 साल बाद जीती है.","बुधवार फ़रवरी 17, 2021 03:01 PM IST",NDTV News
152,किसान आंदोलन के बीच केंद्रीय मंत्री संजीव बालियान के घर पश्चिमी यूपी के जाट नेताओं की बैठक,"मंगलवार रात बीजेपी मुख्यालय पर गृहमंत्री अमित शाह और भाजपा अध्यक्ष जेपी नड्डा की मौजूदगी में बैठक हुई थी, जिसमें यूपी, राजस्थान और हरियाणा के जाट नेताओं ने हिस्सा लिया था.","बुधवार फ़रवरी 17, 2021 05:58 PM IST",NDTV News
153,"Punjab Municipal Poll Results : पंजाब में कांग्रेस ने किया BJP का सूपड़ा साफ, सातों नगर निगम जीतीं","Punjab Civic Body Poll Result LIVE : स्थानीय निकाय चुनाव में कांग्रेस पार्टी ने मोगा, होशियारपुर, कपूरथला, अबोहर, पठानकोट, बटाला और बठिंडा नगर निगम जीत ली है.","बुधवार फ़रवरी 17, 2021 02:13 PM IST",NDTV News
154,"लाल किला हिंसा : एक और आरोपी दिल्ली के पीतमपुरा से अरेस्ट, हिंसा के वक्त लहराई गई तलवारें बरामद","आरोपी के पास से वो 2 तलवार बरामद हुई हैं, जो वो लाल किले पर लहरा रहा था. आरोपी ने पूछताछ में बताया कि वो फेसबुक पर भड़काऊ पोस्ट देखकर गुस्से में आ गया था.","बुधवार फ़रवरी 17, 2021 11:55 AM IST",NDTV News
155,"सिंघु बॉर्डर पर प्रदर्शनकारी ने किया SHO पर तलवार से हमला, आरोपी गिरफ्तार","Farmers Protest: सिंघु बॉर्डर पर एक प्रदर्शनकारी किसान ने SHO पर तलवार से हमला कर दिया, जिसमें वह घायल हो गए हैं. उन्हें उंगली और गर्दन में चोट आई है.","बुधवार फ़रवरी 17, 2021 08:24 AM IST",NDTV News
