,news_title,news_details,news_date,source_name
22,"हिजाब पहनना इस्लाम की अनिवार्य धार्मिक परम्परा नहीं, सरकार की दलील","Hijab Case: सुनवाई के दौरान जस्टिस हेमंत गुप्ता  ने सवाल किया कि हिजाब  समर्थक पक्ष के वकीलों की दलील है कि जो भी कुरान में लिखा है, वो अल्लाह का आदेश है, उसे मानना अनिवार्य है.   ","Sep 21,2022, 20:21 PM IST",ZEE News
23,Mahsa Amini Death: ईरान की क्रूरता ने ली मासूम की जान,"एक 22 साल की लड़की, महसा अमिनी, अपनी फैमिली के साथ तेहरान, वहां घूमने गयी थी. वहां morality पुलिस ने उसे गिरफ्तार कर लिया। पुलिस स्टेशन में अमिनी को इतना मारा-पीटा गया कि जब उसका सीटी स्कैन सामने आया तो दिखा कि उसके सर में Bone Fracture, Haemorrhage और Brain Edema हो गया। स्कैन के रिजल्ट्स की यदि पुष्टि हो जाती है, तो न केवल Morality पुलिस के लिए, बल्कि पूरी तेहरान पुलिस बल के लिए एक बड़ा झटका होगा","Sep 21,2022, 17:36 PM IST",ZEE News
24,"महसा अमीनी की हिरासत में हुई मौत, हिजाब के खिलाफ भारत में भी उठी आवाज",Hijab Controversy: ईरान में हिजाब के चलते महसा अमीनी की मौत ने महिलाओं को सड़कों पर निकलने पर मजबूर कर दिया है. यहां महिलाएं बड़ी तादाद में हिजाब के खिलाफ विरोध प्रदर्शन कर रही हैं. इसी कड़ी में उत्तर प्रदेश के वाराणसी में भी कुछ महिलाओं ने हिजाब के खिलाफ विरोध प्रदर्शन किया है.,"Sep 21,2022, 10:28 AM IST",ZEE News
25,Namaste India : हिजाब विवाद की आड़ में अशांति किसने फैलाई?,हिजाब विवाद को लेकर सुप्रीम कोर्ट में बहस जारी है. इस मामले पर दोनों पक्षों की ओर से हर दिन नए तथ्य रखे जा रहे हैं. मंगलवार को कर्नाटक सरकार ने कहा है कि हिजाब विवाद के पीछे PFI की साजिश है.,"Sep 21,2022, 10:20 AM IST",ZEE News
26,"हिजाब थोपे जाने पर बौखलाईं ईरानी महिलाएं, सोशल मीडिया पर वायरल हो रही तस्वीरें",ईरान में 22 साल की महसा अमिनि को हिजाब न पहनने पर 13 सितंबर को पुलिस ने गिरफ्तार किया था. आरोप है कि पुलिस कस्टडी में महिला की मौत हो गई. जिसके बाद पूरे ईरान के साथ ही दूसरे देशों में भी हिजाब के खिलाफ आवाज उठने लगी है. इस रिपोर्ट में जानिए घटना वाले दिन महसा अमिनि के साथ आखिर हुआ क्या था.,"Sep 20,2022, 23:05 PM IST",ZEE News
27,"DNA: देखिए Non Stop News; September 20, 2022",डीएनए का यह सेगमेंट आपके लिए दिन की ज़रूरी ख़बरें लेकर आया है। अधिक जानकारी के लिए यह वीडियो देखें।,"Sep 20,2022, 22:08 PM IST",ZEE News
28,Namaste India : हिजाब बैन को लेकर आज भी सुप्रीम कोर्ट में होगी सुनवाई,हिजाब बैन के खिलाफ दाखिल याचिका पर आज भी सुप्रीम कोर्ट में सुनवाई जारी रहेगी. सोमवार को भी कई दलीलें पेश की गईं.,"Sep 20,2022, 11:22 AM IST",ZEE News
29,"हिजाब के खिलाफ सड़कों पर उतरी हजारों ईरानी महिलाएं, क्या भारत पर भी पड़ेगा कोई असर?",Hijab Controversy in Iran: कट्टर मुस्लिम देश ईरान में हिजाब के खिलाफ महिलाओं का गुस्सा उबल पड़ा है. महिलाओं ने हिजाब के खिलाफ आंदोलन शुरू करते हुए अपने बाल काट दिए हैं और हिजाब को आग लगाना शुरू कर दिया है.,"Sep 20,2022, 1:26 AM IST",ZEE News
30,DNA: आज 'हिजाब प्रेमी' गैंग का 'नकाब' उतरेगा!,ईरान में हिजाब पहनना अनिवार्य है और ऐसा न करने पर सजा का भी प्रावधान है. लेकिन आज पूरी दुनिया की महिलाएं हिजाब के खिलाफ आवाज उठा रही हैं और इस विरोध का केन्द्र है ईरान.,"Sep 19,2022, 23:26 PM IST",ZEE News
31,"DNA: देखिए Non Stop News; September 19, 2022",डीएनए का यह सेगमेंट आपके लिए दिन की ज़रूरी ख़बरें लेकर आया है। अधिक जानकारी के लिए यह वीडियो देखें।,"Sep 19,2022, 23:08 PM IST",ZEE News
32,"ईरानी महिलाओं का एलान! No Hizab, विरोध में उतरी महिलाएं",Mahsa Amini Death Row: ईरान में एक 22 वर्षीय युवती माहसा अमीनी की मौत के बाद महिलाएं हिजाब के विरोध में उसे उतारकर प्रदर्शन कर रही हैं. अमीनी को हिजाब न पहनने के कारण नैतिक पुलिस ने हिरासत में लिया था. हिरासत में लिए जाने के बाद उनकी मौत हो गई थी.,"Sep 19,2022, 21:50 PM IST",ZEE News
33,"कट्टरपंथ को ठेंगा दिखाती ईरानी महिलाएं, कैमरे के सामने उतारा हिजाब, काट दिए बाल",ईरान की सड़कों पर सैकड़ों औरतें  बिना हिजाब एक साथ उतरीं हैं. उनके हाथों में हिजाब थे और सिर खुले हुए. दरअसल यह सभी औरतें 22 साल की एक लड़की मासा अमीनी की पुलिस कस्टडी में हुई मौत के विरोध में वहां के सबसे जरूरी ‘हिजाब लॉ’ को ठेंगा दिखाने उतरीं थीं. शाम होते-होते सड़कों पर औरतों की भारी तादाद जब सड़कों पर उतरी तो पुलिस ने पहले टियर गैस छोड़ी फिर फायर भी किए. इसमें कई लोग जख्मी हुए.,"Sep 19,2022, 21:21 PM IST",ZEE News
34,"इस मुस्लिम देश में महिलाओं ने काटे बाल, जला दिए हिजाब, वजह हैरान कर देगी","Mahsa Amini Death: ईरानवायर के मुताबिक, परिवार से बात करने वाली मानवाधिकार कार्यकर्ता ने कहा कि पुलिस घसीटते हुए अमिनी को ले गई और उसे जबरन पुलिस की गाड़ी में बैठा लिया. उसके भाई कियार्श ने बीच-बचाव करने की कोशिश की लेकिन पुलिस ने उससे कहा कि वह उसकी बहन को एक घंटे की 'री-एजुकेशन' के लिए पुलिस स्टेशन ले जा रहे हैं.","Sep 19,2022, 12:00 PM IST",ZEE News
35,"DNA: Non-Stop News; September 17, 2022",डीएनए का यह सेगमेंट आपके लिए दिन की ज़रूरी ख़बरें लेकर आया है। अधिक जानकारी के लिए यह वीडियो देखें।,"Sep 17,2022, 22:50 PM IST",ZEE News
36,"DNA: देखिए Non Stop News; September 16, 2022",डीएनए का यह सेगमेंट आपके लिए दिन की ज़रूरी ख़बरें लेकर आया है। अधिक जानकारी के लिए यह वीडियो देखें।,"Sep 16,2022, 22:24 PM IST",ZEE News
37,Deshhit: हिजाब जरूरी या स्कूल?,"हिजाब पर कर्नाटक उच्च न्यायालय के फैसले के बाद, 17,000 छात्राओं ने स्कूल छोड़ दिया। इस पर सुप्रीम कोर्ट ने पूछा है कि क्या लड़कियों को जबरन हिजाब पहनाया जा रहा है. याचिकाकर्ताओं का प्रतिनिधित्व करने वाले हुजैफा अहमदी ने कहा कि हिजाब प्रतिबंध लड़कियों को मदरसे में लौटने के लिए मजबूर करेगा.","Sep 15,2022, 23:52 PM IST",ZEE News
38,"DNA: देखिए Non Stop News; September 15, 2022",डीएनए का यह सेगमेंट आपके लिए दिन की ज़रूरी ख़बरें लेकर आया है। अधिक जानकारी के लिए यह वीडियो देखें।,"Sep 15,2022, 22:00 PM IST",ZEE News
39,Hijab Case: ହିଜାବକୁ ନେଇ ସର୍ବୋଚ୍ଚ ନ୍ୟାୟାଳୟ ଦେଲା ଏହି ଗୁରୁତ୍ବପୂର୍ଣ୍ଣ ରାୟ,"Supreme Court Hearing On Hijab: ଶିକ୍ଷାନୁଷ୍ଠାନରେ ହିଜାବ ଉପରେ ନିଷେଧାଦେଶ ସମ୍ପର୍କିତ ମାମଲାର ସୁପ୍ରିମକୋର୍ଟ ଶୁଣାଣି କରିଛି । ସୁପ୍ରିମକୋର୍ଟ କହିଛନ୍ତି ଯେ, ନିୟମ ଅନୁଯାୟୀ ଶିକ୍ଷାନୁଷ୍ଠାନ ଗୁଡ଼ିକର ୟୁନିଫର୍ମ ନିର୍ଣ୍ଣୟ କରିବାର ଅଧିକାର ଅଛି, ହିଜାବ ପ୍ରସଙ୍ଗ ଭିନ୍ନ ଅଟେ।","Sep 15,2022, 18:58 PM IST",ZEE News
40,"Janta Darbar: हिजाब पर छूट, वर्ना हम चले मदरसे?",दिसंबर में कर्नाटक में अचानक से शुरू हुआ हिजाब विवाद देखते ही देखते बवंडर बनकर देश भर में फैल गया. हिजाब पर कर्नाटक हाई कोर्ट के फैसले के बाद 17 हजार छात्राओं ने स्कूल छोड़ दिया. याचिका कर्ताओं की पैरवी कर रहे हुजैफा अहमदी ने कहा कि हिजाब बैन से लडकियां वापस मदरसा चली जाएंगी.,"Sep 15,2022, 11:02 AM IST",ZEE News
41,"Namaste India: मदरसा छोड़ने को तैयार, हिजाब नहीं !",हिजाब पर कर्नाटक हाई कोर्ट के फैसले के बाद 17 हजार छात्राओं ने स्कूल छोड़ दिया. इस पर सुप्रीम कोर्ट ने पूछा है कि क्या लड़कियों को हिजाब पहनने पर मजबूर किया जा रहा है. याचिका कर्ताओं की पैरवी कर रहे हुजैफा अहमदी ने कहा कि हिजाब बैन से लडकियां वापस मदरसा चली जाएंगी.,"Sep 15,2022, 10:20 AM IST",ZEE News
